indicator_data year,ISO Country code_,surface area (Km2)_,population_2017,population_2018,population_2019,population_2020,population_2021,,GINI index_varies by country,happy planet index_2016,happy planet index_2017,happy planet index_2018,happy planet index_2019,happy planet index_2020,human development index_2017,human development index_2018,human development index_2019,human development index_2020,human development index_2021,sustainable economic development assessment (SEDA)_2018,,GDP growth(annual %)_2017,GDP growth(annual %)_2018,GDP growth(annual %)_2019,GDP growth(annual %)_2020,GDP growth(annual %)_2021,GDP ($ USD billions PPP)_2018,GDP ($ USD billions PPP)_2019,GDP ($ USD billions PPP)_2020,GDP ($ USD billions PPP)_2021,GDP per capita in $ (PPP)_2018,GDP per capita in $ (PPP)_2019,GDP per capita in $ (PPP)_2020,GDP per capita in $ (PPP)_2021,Economic Growth_2018,Economic Growth_2021,,health expenditure % of GDP_2014,health expenditure % of GDP_2015,health expenditure % of GDP_2016,health expenditure % of GDP_2017,health expenditure % of GDP_2018,health expenditure % of GDP_2019,health expenditure % of GDP_2020,health expenditure % of GDP_2021,health expenditure per person_2015,health expenditure per person_2018,health expenditure per person_2019,infant mortality_2020,"maternal mortality per 100,000 live births_2017",,education expenditure% of GDP_2014,education expenditure% of GDP_2018,education expenditure% of GDP_2021,Education as % of GDP_2018,Education as % of GDP_2021,% of primary school aged kids out of school_2018,% of primary school aged kids out of school_2021,,unemployment (%)_2017,unemployment (%)_2018,unemployment (%)_2019,unemployment (%)_2020,unemployment (%)_2021,% of population in extreme poverty_2021,% of population with access to electricity_2020,,political rights score_2018,political rights score_2022,civil liberties score_2018,civil liberties score_2022,political stability and absence of violence_2017,political stability and absence of violence_2021,government effectiveness_2017,government effectiveness_2021,regulatory quality_2017,regulatory quality_2021,rule of law_2017,rule of law_2021,control of corruption_2017,control of corruption_2021,judicial effectiveness score_2018,judicial effectiveness score_2022,government integrity score_2018,government integrity score_2022,overall economic freedom score_2017,overall economic freedom score_2022,financial freedom score_2018,financial freedom score_2022,government expenditure (% of GDP)_2018,,CO2e emissions per capita_2015,CO2e emissions per capita_2016,CO2e emissions per capita_2017,CO2e emissions per capita_2018,CO2e emissions per capita_2019,share of electricity from renewables generation_2015,,% of seats held by women in national parliaments_2017,% of seats held by women in national parliaments_2018,% of seats held by women in national parliaments_2019,% of seats held by women in national parliaments_2020,% of seats held by women in national parliaments_2021,Military Spending as % of GDP_2017,Military Spending as % of GDP_2018,Military Spending as % of GDP_2019,Military Spending as % of GDP_2020,Military Spending as % of GDP_2021
Indonesia,IDN,1811569,264498852,267066843,269582878,271857970,273753191,,36.8,35.7,48.3,49.7,49.6,-,0.694,0.71,0.716,0.709,0.705,46.4,,5.069785901,4.8,5.01928768,3.691240112,3.691240112,3043.876023,3196.656917,3130.645794,3246.205447,11643.39732,12310.62737,12072.43996,12904.33506,5.17429154,3.691240112,,3.288009882,3.583600044,3.5,2.669980049,3,2.841850042,-,2.841850042,369,111.6594696,120.1249619,42.63957718,177,,3.288009882,3,2.841850042,3,2.84,5.623320103,-,,3.88,5.6,3.62,4.28,4.413000107,0.5,96.94999695,,30,30,34,29,-0.51,-0.506472945,0.04,0.37900728,-0.11,0.298162043,-0.35,-0.224780738,-0.25,-0.427905589,45.2,43.2,42.8,39.9,64.2,64.4,60,60,17.6,,1.89,1.84,1.96,2.16,2.290397148,0.112,,19.8,19.82142857,17,20.3,21.04347826,8797.5,7493.7,8154.2,9387,8259.3
Iran,IRN,1531595,84505076,85617562,86564202,87290193,87923432,,44.5,24,41.3,38.8,43.6,41.9,0.798,0.787,0.783,0.777,0.774,48,,2.758505246,-2.3,-2.65820666,1.761797091,4.719777732,1252.494721,1235.708816,1257.479498,1319.26,15677.4298,15532.51636,15791.15951,16484.1,-2.253863607,1.76,,2.801350117,2.797389984,3.365760088,3.790400028,3.955359936,3.663199902,3.592430115,3.592430115,1262,484.2865906,470.4346008,21.3,16,,2.801350117,3.955359936,3.592430115,3.955359936,3.59,-,0.141069993,,12.23,11.3,10.74,12.17,11.46100044,0.2,100,,7,4,11,10,-0.93,-1.621631861,-0.19,-0.858067036,-1.2,-1.622264028,-0.68,-0.947225153,-0.81,-1.1,35.3,29.4,32.6,19.8,50.9,42.4,10,10,17.2,,7.33,7.29,7.41,7.45,7.598364845,0.054,,5.9,5.882352941,6,5.6,5.594405594,13931.2,11230.9,12528.5,15825.1,24589.1
Iraq,IRQ,437367,39621162,40590700,41563520,42556984,43533592,,-,26.5,42.4,45.4,45.3,45.1,0.685,0.692,0.696,0.679,0.686,37,,-1.81975035,2.4,5.513790575,2.783335435,2.783335435,405.7060563,428.0758386,379.5996776,390.16521,10808.20883,11349.40215,9954.345263,10408.94388,2.633850991,2.783335435,,-,4.489999771,4.710000038,-,-,-,-,-,481,239.4129791,253.3146362,1.5,79,,-,-,-,-,-,-,-,,13.02,16,12.86,14.09,14.19200039,-,100,,16,16,15,13,-2.33,-2.396991968,-1.27,-1.29181385,-1.2,-1.112153888,-1.64,-1.73155725,-1.37,-1.250528455,11.4,-,23.4,-,-,-,-,-,42.7,,3.53,3.68,3.91,4.02,4.440624129,0.039,,25.3,25.22796353,25,26.4,28.87537994,7416.4,6318,7598.8,5649.4,4728.2
Ireland,IRL,68883,4807388,4867316,4934340,4985382,5033165,,31.3,30,50.9,49.9,51.1,52.1,0.938,0.937,0.942,0.943,0.945,80.3,,9.005342424,7.8,5.440937334,13.47865801,13.58824711,407.5226661,427.560584,452.6454587,513.6559921,84555.6348,87379.69297,93350.08753,106455.753,9.0301611,13.47865801,,4.878499985,3.758769989,3.742120028,3.50928998,3.392869949,-,-,3.392869949,5335,5484.221191,5428.588867,11.1,5,,-,3.392869949,-,3.392869949,-,0.00174,0.137229994,,6.71,8.1,4.95,5.62,6.632999897,-,100,,39,39,57,58,1.02,0.856822491,1.29,1.504413486,1.59,1.562218428,1.43,1.530410647,1.55,1.649120331,79,93,79,80.7,80.4,82,70,70,31.9,,7.88,8.16,7.86,7.74,7.245143221,0.297,,22.2,22.15189873,22,22.5,22.5,1025.1,1107.1,1112.7,1144.4,1267.7
Israel,ISR,20330,8713300,8882800,9054000,9215100,9364000,,42.8,28.8,50.6,47.3,48.2,50.1,0.903,0.919,0.921,0.917,0.919,66.5,,4.276595951,2.6,4.156137989,8.188040459,8.611990348,354.4541089,367.8297531,359.9088024,389.3782807,39906.12468,40004.03051,39489.28078,43721.62304,3.983424594,8.188040459,,5.766819954,5.862110138,5.855780125,6.057909966,6.112339973,-,-,6.112339973,2819,3329.23291,3456.386963,2.5,3,,5.739089966,6.112339973,-,6.112339973,-,0.312099993,0.499260008,,4.22,5.6,3.8,4.33,5.045000076,0.2,100,,36,34,43,42,-0.88,-1.061351061,1.39,1.291966438,1.27,1.209037542,1.02,0.941778302,0.83,0.855771303,83.1,85,61.2,65.2,72.2,68,70,70,40.1,,7.89,7.6,7.53,6.88,6.919593718,0.02,,27.5,27.5,23,27.5,28.33333333,19357,19899.8,20339.2,21816.6,24341
Italy,ITA,294140,60536709,60421760,59729081,59438851,59109668,,31.9,28.1,49.5,51.2,50.7,52.6,0.88,0.893,0.897,0.889,0.895,69.1,,1.667859041,0.8,0.483198317,6.64379019,6.737277123,2540.488576,2553.196961,2322.753857,2477.072749,43036.24378,44376.1625,41987.81596,45935.99655,0.925810941,6.64379019,,4.061279774,4.073629856,3.815789938,4.044939995,4.256140232,-,-,4.256140232,3351,3000.710938,2905.5,11.4,2,,4.075250149,4.256140232,-,4.256140232,-,3.146600008,3.498919964,,11.21,11.5,9.95,9.16,9.833999634,1,100,,36,36,53,54,0.24,0.578433514,0.5,0.361195982,0.7,0.545158207,0.32,0.269486398,0.19,0.542555928,60.9,78.6,40.1,57.3,62.5,65.4,50,50,50.3,,5.56,5.5,5.44,5.38,5.311315442,0.409,,31,35.71428571,36,35.7,35.71428571,26447.9,28420.1,26380.7,28921.3,32006.1
Jamaica,JAM,10831,2808376,2811835,2813773,2820436,2827695,,35,36.9,55.3,56.5,57.9,-,0.732,0.716,0.719,0.713,0.709,49.7,,0.997123062,1.1,0.892291654,4.6,4.6,28.57038979,28.82532099,25.94278889,27.13615718,9967.429208,10189.6402,9240.821869,10025.90479,1.889923681,4.6,,6.015860081,5.455210209,5.314610004,5.260169983,5.413809776,5.163640022,5.61749506,6.027470112,511,319.8771668,327.4035339,12.9,80,,6.020720005,5.413809776,6.027470112,5.413809776,6.027470112,26.45541954,33.29653168,,11.63,13.3,7.69,9.48,9.18200016,-,100,,34,34,43,46,0.25,0.223473608,0.49,0.414007515,0.14,0.195809439,-0.16,-0.167768523,-0.17,-0.029271552,56.6,70.6,39.4,49,69.1,67.4,50,50,27.6,,2.54,2.7,2.57,3.06,2.845730012,0.108,,17.5,17.46031746,17,28.6,28.57142857,143.5,209.7,266,236.9,209.8
Japan,JPN,364485,126972000,126811000,126633000,126261000,125681593,,37.9,28.3,47.4,46.6,47.1,50.3,0.909,0.923,0.924,0.923,0.925,75.2,,1.675331752,0.5,-0.24035084,1.620795525,1.657071117,5292.990112,5280.268366,5042.291711,5124.01695,42116.47435,42282.55089,42100.25769,42940.40525,0.584068067,1.620795525,,3.551589966,-,3.146430016,3.130579948,3.077820063,-,-,3.077820063,4405,4256.095703,4360.473633,8.9,5,,3.59059,3.077820063,-,3.077820063,-,-,-,,2.8,3.1,2.4,2.8,2.799000025,-,100,,40,40,56,56,1.12,1.027348161,1.62,1.402757883,1.37,1.375934958,1.57,1.579463601,1.52,1.565421462,73.2,95.3,79.2,81.4,72.3,69.9,60,60,39.1,,9.28,9.19,9.1,8.8,8.540980205,0.174,,9.3,10.10752688,10,9.9,9.677419355,45058.5,48535.9,50970.7,51970.8,54123.6
Jordan,JOR,88802,10215381,10459865,10698683,10928721,11148278,,39.7,-,47,45.5,43.9,40.9,0.735,0.723,0.727,0.723,0.72,48.7,,2.473598525,2.5,1.927372025,2.209764771,2.228138413,99.78673203,101.738028,100.15968,102.3729734,10252.61882,10496.43835,10354.16403,10952.01061,1.934091701,2.209764771,,3.799999952,3.450000048,3.452820063,3.228539944,2.984810114,2.988470078,-,2.988470078,568,335.2105713,334.04422,1.8,46,,-,2.984810114,2.988470078,2.984810114,-,19.02325058,20.08473015,,18.14,13.2,16.81,19.03,19.25200081,-,99.90000153,,12,11,25,22,-0.53,-0.275730044,0.12,0.227398813,0.1,0.150672376,0.26,0.212818906,0.26,0.05046254,57.3,42.6,51.9,49.5,64.9,60.1,60,60,32,,2.67,2.49,2.56,2.37,2.438204112,0.01,,15.4,15.38461538,15,11.5,11.53846154,1939.7,1957.7,2032.1,2055.9,2176.8
Kazakhstan,KAZ,2699700,18037776,18276452,18513673,18755666,19000988,,26.3,19.1,35.7,36.7,38.6,38.8,0.8,0.814,0.819,0.814,0.811,57.7,,4.1,1.2,4.5,4,4.3,466.8599908,487.8686904,475.6719731,494.6988521,26154.60194,27463.97155,26750.44623,28599.98588,4.1,4,,3.421649933,2.788579941,2.978100061,2.750819921,2.615950108,2.856970072,-,2.856970072,903,275.8546143,272.9652405,31.2,10,,-,2.615950108,2.856970072,2.615950108,-,0.990610003,9.612959862,,4.9,5.2,4.8,4.89,4.900000095,-,100,,5,5,17,18,0.02,-0.254261643,0.01,0.064204693,0.17,0.089868896,-0.41,-0.487137586,-0.82,-0.236961946,58.1,34.5,44.6,37.9,69.1,64.4,50,50,22.2,,10.87,11.36,11.9,11.85,11.45693783,0.093,,27.1,27.10280374,27,27.1,27.10280374,1390.6,1498.4,1853.5,1548.2,1617.8
Kenya,KEN,569140,48948137,49953304,50951450,51985780,53005614,,48.5,24.2,43.7,45.1,45.2,45.3,0.59,0.577,0.581,0.578,0.575,35.4,,3.837958174,5.6,5.114158858,7.517355387,7.517355387,223.0321716,234.4383912,233.8519302,251.4314109,4443.452322,4647.409761,4587.18632,5023.511272,5.647946407,7.517355387,,4.717299938,4.743500233,4.895180225,4.963089943,5.107619762,4.97439003,5.079969883,4.799036026,157,73.54042816,83.41162872,15.7,342,,5.280149937,5.107619762,4.799036026,5.107619762,4.8,-,-,,3.51,11,5.01,5.73,5.742000103,-,71.4379425,,19,19,29,29,-1.08,-1.089664936,-0.31,-0.329993993,-0.23,-0.445434809,-0.41,-0.39034608,-0.96,-0.713267028,44,39,27.5,30.9,54.7,52.6,50,50,27.4,,0.37,0.4,0.39,0.35,0.423783898,0.882,,21.8,21.7765043,22,21.8,21.61383285,1015.4,1113.6,1116.9,1115.3,1113.3
Korea (Dem. People’s Rep.),PRK,120408,25516321,25638149,25755441,25867467,25971909,,-,-,-,-,-,-,-,-,-,-,-,-,,-,1,-,-,-,0,0,0,0,2197.699484,2191.529089,2171.867943,-,-,-,,11.23237038,9.862959862,10.09358978,10.86316013,11.96829033,12.39466,-,12.39466,-,-,-,2.7,89,,-,-,-,-,-,-,-,,2.7,4.3,2.59,2.92,2.592000008,-,52.31354523,,0,0,3,3,-0.48,-0.453303277,-1.69,-1.556904674,-2.34,-2.327385187,-1.71,-1.626438856,-1.48,-1.61,5,6.5,25.2,3.8,5.8,3,0,0,-,,0.99,1.18,2.13,1.97,2.18341993,0.021,,16.3,16.30276565,18,17.6,17.61280932,-,-,-,-,-
Korea (Rep.),KOR,96920,51361911,51585058,51764822,51836239,51744876,,35.7,24.8,-,-,39.8,-,0.903,0.919,0.923,0.922,0.925,-,,3.15963574,2.6,2.24397786,4.021158473,4.145323954,2164.812897,2213.390819,2194.532034,2282.777645,-,-,-,47242.5,2.907403774,4.021158473,,-,-,-,-,-,-,-,-,-,2543.596436,2624.533203,7.6,11,,5.05671978,4.458079815,-,4.458079815,-,0.923990011,0.00993,,3.65,3.7,3.75,3.93,3.532000065,-,100,,33,33,51,50,0.29,0.662571192,1.08,1.40621233,1.11,1.099525571,1.16,1.126665831,0.48,0.76,63.7,77.1,49.9,69.2,73.8,74.6,70,60,32.3,,11.91,12.02,12.2,12.23,11.79932538,0.738,,17,17,17,19,19,-,-,-,-,-
Kosovo,-,10887,1791003,1797085,1788878,1790133,1786038,,23.2,-,-,-,-,-,-,-,-,-,-,-,,4.825690427,3.3,4.756830619,9.127577636,10.74561161,19.32795026,20.24734811,19.16608398,20.91548318,43044.29176,42998.38824,45225.84454,46918.47482,3.406631008,9.127577636,,-,-,4.333099842,4.328239918,4.458079815,-,-,4.458079815,-,-,-,45.7,-,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,24,25,28,31,-0.21,-0.120379224,-0.41,-0.223405108,-0.13,-0.272519022,-0.42,-0.274583757,-0.5,-0.318530053,59,31,45.4,37.5,66.6,60.1,30,30,27.1,,-,-,-,-,-,-,,-,-,-,-,-,57.3,63.3,65.7,79,79.6
Kuwait,KWT,17818,4124904,4317185,4441100,4360444,4250114,,-,-,32.7,33.1,33.3,-,0.803,0.836,0.839,0.822,0.831,65.7,,-4.71210621,0.9,-0.55195929,-8.855278923,-,211.2960123,210.1297443,191.5221694,191.52,52290.9059,52054.71258,47303.12985,46328.1,2.433981268,-,,4.400000095,4.771480083,5.847710133,6.36548996,6.38917017,6.49243021,6.551259995,6.551259995,2978,1733.809082,1758.674194,13.67170219,12,,-,6.38917017,6.551259995,6.38917017,6.551259995,-,-,,2.2,2.4,2.17,3.54,3.713999987,-,100,,13,14,23,23,-0.04,0.299016237,-0.17,-0.038367245,-0.06,0.174784914,0.1,0.260516584,-0.33,-0.033566017,53.5,42,36.6,43.8,62.2,58.3,60,60,51.5,,22.77,22.62,22,21.17,22.0224164,-,,3.1,3.076923077,5,6.3,1.538461538,6764.6,7165.3,7373.5,6941,9024.3
Kyrgyzstan,KGZ,191801,6198200,6322800,6456200,6579900,6691800,,33.4,33.1,52.6,50.5,53.7,57.1,0.672,0.698,0.698,0.689,0.692,45.4,,4.739937225,3.5,4.600625666,3.610612695,3.610612695,32.45589292,33.94906706,31.09790074,32.22072549,5255.783473,5480.293907,4985.029555,5287.79067,3.757910125,3.610612695,,5.531599998,5.985509872,6.586150169,6.026189804,5.552670002,5.366749763,-,5.552670002,287,65.73706055,62.14477539,22,60,,5.531599998,5.552670002,5.366749763,5.552670002,5.37,0.287640005,0.11654,,6.89,7.7,6.92,8.71,9.104000092,0.2,99.98104858,,12,4,25,23,-0.43,-0.425941467,-0.71,-0.727085054,-0.35,-0.577635109,-0.93,-1.073576093,-1.05,-1.12,22.1,11.8,29.4,28.8,62.8,55.8,50,50,37.3,,1.72,1.6,1.52,1.78,1.556643256,0.858,,19.2,19.16666667,19,16.5,20.45454545,-,-,-,-,-
Laos,LAO,230800,6997917,7105006,7212053,7319399,7425057,,36.7,-,40.4,40.5,42.8,-,0.601,0.607,0.61,0.608,0.607,37.8,,6.892530873,7,5.457735092,2.528351001,2.528351001,53.61675015,56.54301034,56.82743968,58.26423682,7774.222998,8219.505763,8238.494568,8674.033695,6.247960008,2.528351001,,2.937809944,-,-,2.519999981,2.369999886,2.299999952,2.230000019,2.230000019,-,57.70953369,68.22131348,6,185,,2.937809944,2.369999886,2.230000019,2.369999886,2.23,8.511400223,8.239660263,,0.81,1.5,0.85,1.03,1.258000016,1.2,100,,1,2,11,11,0.43,0.726245761,-0.36,-0.617719114,-0.72,-0.887527108,-0.88,-0.641927063,-0.94,-1.04,41.4,11.1,33.1,20.4,53.6,49.2,20,20,26.3,,1.31,2.28,2.72,2.72,2.609681834,0.965,,27.5,27.51677852,28,27.5,21.95121951,-,-,-,-,-
Latvia,LVA,62249,1942248,1927174,1913822,1900449,1884490,,34.5,17.1,37,35.2,34.1,36.7,0.847,0.866,0.871,0.871,0.863,66.1,,3.312475936,2.7,2.569703888,4.482095399,4.068073863,57.91295951,59.35170643,57.11469408,59.67462915,30877.04193,31883.25911,31424.90221,34468.60211,3.989480387,4.482095399,,5.281229973,5.282519817,4.65749979,4.366710186,4.243569851,-,-,4.243569851,1429,1101.492554,1166.797852,-,19,,5.268799782,4.243569851,-,4.243569851,-,1.131440043,1.176259995,,8.72,9.9,6.31,8.1,7.599999905,0.2,100,,35,37,52,51,0.46,0.687567294,0.9,0.872736692,1.15,1.223477721,0.93,0.981282294,0.54,0.746790171,58.9,75.1,45.4,61.1,73.6,74.8,60,60,37,,3.7,3.65,3.67,4.04,3.955435862,0.515,,16,31,30,30,29,-,-,-,-,-
Lebanon,LBN,10230,6109252,5950839,5781907,5662923,5592631,,-,21.9,45.2,45.8,39,-,0.757,0.75,0.745,0.726,0.706,44.8,,0.782014001,1,-7.15724707,-10.51938942,-7.00123936,106.7435823,99.36234341,73.6198141,65.87545917,15933.40097,15105.05921,11376.79398,10691.21532,-1.884705474,-10.51938942,,2,2.099999905,2.123929977,2.132940054,2.524470091,2.592020035,-,2.524470091,1117,695.0587769,663.0510864,58.1,29,,-,2.524470091,2.592020035,2.524470091,-,-,-,,10.27,6.8,11.35,13.3,14.48799992,-,100,,11,13,32,29,-1.59,-1.493480563,-0.51,-1.28703928,-0.31,-0.882778704,-0.82,-1.073566079,-1,-1.22970438,33.6,27.4,20.2,22.8,53.2,47.3,50,50,26.9,,4.22,4.44,4.8,4.67,4.076894274,0.028,,3.1,4.6875,5,4.7,4.6875,-,-,-,-,-
Lesotho,LSO,30355,2170617,2198017,2225702,2254100,2281454,,63.2,16.7,28,27.7,27.3,-,0.52,0.522,0.524,0.521,0.514,29.5,,-3.13817492,2.5,0.92750332,1.015870819,1.347623155,5.512555847,5.644955375,5.218381134,5.271393145,2677.123334,2768.216136,2569.337741,2682.235528,-1.223137311,1.015870819,,7.198599815,9,7.760749817,8.156889915,7.285359859,7.991712093,7.669359207,8.702640533,251,124.6897278,124.193634,7.665169922,544,,-,7.285359859,8.702640533,7.285359859,8.702640533,6.818039894,-,,23.2,27.4,22.44,24.56,24.59799957,-,47.35273743,,27,27,37,36,-0.25,-0.219594419,-0.85,-0.913774908,-0.32,-0.737228155,-0.27,-0.410292715,-0.03,-0.315276623,52.7,44.1,32.9,42.8,53.9,48.1,40,40,50.4,,0.31,0.32,0.32,0.33,0.362307409,1,,22.9,22.13114754,23,23.3,23.33333333,52.6,51.1,44.8,38.6,37
Liberia,LBR,96320,4796631,4889391,4985289,5087584,5193416,,32,22.2,40.7,39.1,46,-,0.435,0.483,0.484,0.48,0.481,30.6,,2.45515592,1.2,-2.46729764,4.000009998,4.986712835,7.440349936,7.256774358,7.040341632,7.321956002,1580.854668,1531.794745,1468.245239,1552.807212,1.157575122,4.000009998,,2.200050116,2.170830011,2.14812994,2.663300037,2.503910065,2.270390034,2.309289932,2.692179441,128,61.22189713,52.56287003,9.5,661,,-,2.503910065,2.692179441,2.503910065,2.692179441,-,-,,3.05,4,3.02,3.98,4.09499979,-,27.53470993,,27,27,35,33,-0.41,-0.241881981,-1.37,-1.376985192,-0.95,-0.95016712,-0.97,-0.925903976,-0.69,-0.91611737,42.4,23.4,32,25.1,50.9,47.9,20,20,36.8,,0.27,0.3,0.27,0.23,0.23899343,-,,12.3,12.32876712,12,12.3,10.95890411,-,-,-,-,-
Libya,LBY,1759540,6378261,6477793,6569088,6653942,6735277,,-,-,43.4,42.9,42.7,-,0.706,0.722,0.722,0.703,0.718,-,,32.49180219,-6.4,-11.1956946,31.37242223,31.37242223,166.7006174,148.0373254,112.6123155,147.9415266,25556.8544,22764.47805,17286.36814,23356.60496,7.941367853,31.37242223,,-,-,-,-,-,-,-,-,-,-,-,22,72,,-,-,-,-,-,-,-,,19.37,19.2,19.66,20.07,19.58399963,-,69.70735168,,1,1,8,8,-2.33,-2.366909742,-1.77,-1.722766995,-2.21,-1.951192021,-1.78,-1.784263253,-1.59,-1.567404628,22.1,-,23.1,-,-,-,-,-,92.9,,8.29,8.11,8.65,8.74,8.380729344,-,,16,15.95744681,16,16,15.95744681,-,-,-,-,-
Lithuania,LTU,62680,2828403,2801543,2794137,2794885,2800839,,37.9,21,39.5,38.8,36.9,38.1,0.858,0.88,0.884,0.879,0.875,67.4,,4.282596951,1.6,4.625103139,5.003500766,5.981032113,99.3054769,103.8474827,103.709956,108.8990844,36376.18982,38540.78145,38880.54527,42665.32293,3.993310328,5.003500766,,4.486579895,4.227190018,4.004310131,3.812200069,3.892930031,-,-,3.892930031,1875,1249.031006,1369.979492,2.3,8,,4.485509872,-,-,3.892930031,-,0.179499999,0.10193,,7.07,9.2,6.26,8.49,7.902999878,0.4,100,,38,38,53,51,0.78,0.815429747,0.98,1.056605458,1.16,1.276888251,0.99,1.109867454,2.06,0.851239979,66.7,74.6,50.9,66.6,75.3,75.8,70,70,34.7,,3.81,3.9,3.97,4.16,4.198076022,0.481,,21.3,21.27659574,21,27,27.65957447,-,-,-,-,-
Luxembourg,LUX,2586,596336,607950,620001,630419,640064,,30.4,13.2,30.3,30.9,31.7,-,0.904,0.922,0.927,0.924,0.93,83.2,,1.317187663,4.5,2.319925201,6.886567708,5.102455447,69.94460256,72.24144814,70.95826648,75.84485555,116965.5861,117341.9151,117846.1365,134753.7977,2.00437712,6.886567708,,3.855690002,3.767920017,-,3.48645997,3.647490025,-,-,3.647490025,6382,6227.083984,6220.741211,3.4,5,,3.994390011,3.892930031,-,3.647490025,-,0.997389972,0.621209979,,5.52,5.9,5.59,6.77,5.227000237,0.1,100,,38,38,60,59,1.34,1.20638001,1.68,1.719043255,1.69,1.915203333,1.74,1.786879659,1.99,1.871590853,77.9,96.4,79,89.5,76.4,80.6,80,80,41.4,,16.03,15.21,15.09,15.33,15.30642656,-,,28.3,20,25,30,35,323.1,355.3,386.3,405.8,460
Macedonia,MKD,25433,638609,650991,663653,676283,686607,,33.7,23.4,-,-,43.9,-,-,-,-,-,-,52.5,,9.983305509,3.7,-2.51193785,3.964264171,19.26705638,33.52163611,34.83247272,32.70389977,34.00036875,16796.27023,17546.41692,16719.6901,17918.07707,2.88059671,3.964264171,,2.048530102,3.002470016,3.099529982,2.706429958,2.728780031,3.05862999,6.300000191,6.300000191,857,399.0970764,436.8871765,-,-,,-,3.647490025,-,-,-,3.002059937,3.527590036,,1.99,26.7,1.75,2.57,16.20299911,1.2,100,,21,28,37,39,-0.25,0.124911822,0.14,-0.084261909,0.5,0.41672489,-0.24,-0.075887896,-0.31,-0.35,57,50.2,47.4,38.7,71.3,65.7,60,60,31.5,,-,-,-,-,3.996737213,0.327,,34.2,-,-,-,-,-,-,-,-,-
Madagascar,MDG,581540,26169542,26846541,27533134,28225177,28915653,,41,-,41.7,41.9,44.2,-,0.519,0.507,0.51,0.501,0.501,31.1,,3.933307595,3,4.41123213,4.40234,4.40234,41.81101523,43.6506999,40.53377365,42.31820819,1630.088139,1686.842064,1543.952938,1635.418012,3.20001288,4.40234,,2.381230116,2.210119963,2.687190056,2.701374292,2.844099998,2.994858742,3.095706224,3.095706224,77,22.33701324,19.84997559,5.5,335,,-,2.844099998,3.095706224,2.844099998,3.095706224,1.959929943,2.321860075,,1.82,2.1,1.86,2.47,2.594000101,-,33.7350769,,24,27,32,34,-0.33,-0.635925055,-1.14,-1.000361085,-0.69,-0.820082366,-0.86,-0.866766155,-1.05,-0.933383822,21.4,33.4,17.8,23,56.8,58.9,50,50,15.4,,0.13,0.12,0.13,0.12,0.152766255,0.597,,19.2,19.20529801,16,17.9,17.8807947,66.9,73.3,76.6,87.4,99.2
Malawi,MWI,94080,17881167,18367883,18867337,19377061,19889742,,46.1,22.1,35.1,34.7,38.7,-,0.477,0.51,0.519,0.516,0.512,32.5,,4.000030516,3,5.448181336,2.751416408,2.751416408,27.15553441,28.63501716,28.86409682,29.65826832,1532.489312,1602.01559,1591.475591,1658.334418,4.391688296,2.751416408,,4.839839935,5.608660221,4.748569965,4.031330109,3.3229599,3.711319923,2.907619953,2.907619953,108,37.43349457,30.40028763,7.4,349,,4.839839935,3.3229599,2.907619953,3.3229599,3.71,-,-,,5.76,6.7,5.75,6.7,7.020999908,29.3,14.86676884,,26,29,37,37,-0.27,-0.112530209,-0.67,-0.768746436,-0.75,-0.785958767,-0.37,-0.238201827,-0.65,-0.300203651,47.1,53,28.9,29.4,52,53,50,50,31.3,,0.05,0.06,0.07,0.08,0.077836684,0.991,,16.7,16.66666667,23,22.9,22.91666667,47.4,58.4,85.2,89.4,83.3
Malaysia,MYS,328657,31975806,32399271,32804020,33199993,33573874,,46.2,30.3,43.7,41.5,41.7,-,0.802,0.807,0.81,0.806,0.803,59.8,,5.81272241,5,4.413190208,3.132589661,3.09215965,869.4605645,908.0597294,856.7821419,883.6216107,28236.20719,29620.97866,27921.41095,29617.29676,4.843086976,3.132589661,,5.212639809,4.894869804,4.751920223,4.675310135,4.478650093,4.156610012,3.916970015,3.916970015,1064,426.4685974,436.61203,5.3,29,,5.212639809,4.478650093,3.916970015,4.478650093,3.92,0.262820005,1.604339957,,3.41,3.3,3.26,4.5,4.609000206,-,100,,18,20,27,30,0.16,0.138853475,0.84,0.991686642,0.68,0.722389638,0.41,0.557822585,0.03,0.170527324,65.2,57.6,54.8,53.9,74.5,68.1,50,50,24.9,,7.61,7.48,7.12,7.54,7.927126037,0.104,,10.4,13.90134529,14,14.9,14.86486486,3494.8,3445,3265.3,3374.6,3830.2
